Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,YOY Quarterly profit growth,YOY Quarterly sales growth,Price to Earning,Return over 1year,Debt to equity,CFO to PAT,PEG Ratio,Sales growth,Profit growth,Promoter holding,Return on invested capital,Return on capital employed,OPM,Free cash flow last year,Debt,EPS,DII holding,FII holding,Sales growth 3Years,Average return on capital employed 3Years,Pledged percentage,EVEBITDA,From 52w high,GPM latest quarter,Industry PE,Price to book value,Working Capital Days,Average Working Capital Days 3years,Interest Coverage Ratio,Change in FII holding 3Years,Change in DII holding 3Years,Sales preceding quarter,Sales latest quarter,Sales,Profit after tax latest quarter,Profit growth 3Years,Sales 2quarters back,Sales 3quarters back,OPM latest quarter,Net profit 2quarters back,Net profit 3quarters back,Profit after tax preceding quarter,Change in promoter holding 3Years,Debt 3Years back,Historical PE 5Years,OPM last year,OPM preceding year,OPM 5Year,OPM preceding quarter,Book value,EBIT,Enterprise Value,DMA 200,DMA 50
TajGVK Hotels,532390,TAJGVK,INE586B01026,Leisure Services,Hotels & Resorts,326.50,2047.20,21.86,55.09,14.23,-22.92,0.13,0.42,5.62,22.41,13.76,71.00,10.96,13.27,30.54,-30.66,128.13,66.34,4.08,0.41,9.85,17.49,20.84,11.19,0.73,85.03,27.69,1.99,-71.73,-51.29,31.03,-0.52,-0.19,158.52,165.00,567.06,31.66,2.53,136.36,107.18,30.35,36.99,27.55,47.36,-3.99,140.85,20.60,30.52,30.92,30.10,29.83,163.35,163.86,2026.56,354.15,344.14
Talbros Auto.,505160,TALBROAUTO,INE187D01029,Auto Components,Auto Components & Equipments,430.30,2656.23,35.23,15.31,23.75,42.51,0.11,0.81,1.03,8.71,16.59,58.43,22.28,18.41,16.03,45.97,83.70,18.13,0.18,1.27,10.37,19.71,0.00,14.06,0.95,49.11,29.89,3.55,70.88,57.83,12.11,1.27,0.16,236.55,238.41,901.70,30.02,22.97,213.59,213.15,16.35,27.20,23.10,31.62,0.01,86.89,18.21,15.70,15.67,14.57,17.28,120.36,153.31,2626.15,345.96,405.86
The Peria Karamalai Tea,,PKTEA,INE431F01018,Agricultural Food & other Products,Tea & Coffee,1050.00,325.05,26.24,23.34,,48.38,0.10,-0.01,,9.31,-183.61,66.33,1.92,-0.26,5.25,-8.63,45.56,-14.92,3.41,0.00,9.84,0.81,0.00,63.56,0.90,109.14,18.37,0.73,-64.61,-114.32,0.95,0.00,-0.30,12.10,20.56,60.80,9.91,,17.57,10.57,57.93,0.41,-5.12,-9.80,5.15,21.84,68.56,1.11,9.99,7.46,-72.31,1452.02,3.45,369.28,766.43,797.98
Themis Medicare,530199,THEMISMED,INE083B01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,122.25,1125.93,-282.28,-10.88,,-2.51,0.25,-2.87,,-12.76,-320.73,67.10,2.63,2.74,-12.65,-7.78,100.09,4.34,0.01,0.01,-1.15,8.87,43.39,-76.10,0.83,33.33,34.75,2.83,138.29,124.59,-2.35,-0.03,0.00,76.53,86.96,331.61,-54.36,-68.81,90.13,77.99,-60.28,10.09,-3.62,8.89,-0.06,92.37,25.96,0.12,12.10,14.06,4.91,43.28,-26.29,1216.87,110.24,116.34
TVS Srichakra,509243,TVSSRICHAK,INE421C01016,Auto Components,Tyres & Rubber Products,5004.90,3833.75,2114.65,30.29,37.42,76.95,0.64,4.18,-6.32,18.56,364.93,45.70,10.94,7.85,8.01,297.27,767.45,120.63,6.18,0.92,6.87,8.12,0.00,13.52,0.87,41.58,23.59,3.23,-19.13,-8.80,4.05,-0.09,5.69,980.94,1067.61,3891.55,34.77,-5.92,916.51,926.49,7.57,11.18,10.96,35.54,0.00,662.07,34.03,7.84,7.08,7.94,8.83,1554.35,192.78,4577.93,4118.09,4657.30
TVS Supply,543965,TVSSCS,INE395N01027,Transport Services,Logistics Solution Provider,126.35,5574.85,-84.26,28.66,78.66,-1.41,1.35,6.38,1.10,16.89,-36.93,43.03,10.37,10.06,7.07,480.98,2755.36,1.47,2.17,2.38,3.26,6.55,31.87,8.66,0.86,80.05,27.34,2.73,-21.11,-16.12,1.67,,,3032.22,3335.22,11745.88,20.85,71.48,2715.81,2662.63,6.74,11.19,16.31,21.11,,3323.98,49.06,7.07,6.74,6.98,7.20,46.09,276.71,7606.26,124.58,129.18
Uniparts India,543689,UNIPARTS,INE244O01017,Auto Components,Auto Components & Equipments,868.20,3920.90,64.28,26.94,21.44,117.85,0.18,1.10,-2.73,27.45,87.52,65.87,22.73,21.59,22.25,147.76,154.69,39.98,4.94,3.38,-5.02,17.36,0.00,13.57,0.95,66.59,29.89,4.49,106.93,121.81,21.30,-2.10,-5.93,338.93,347.38,1244.14,56.61,-7.84,281.00,276.83,23.60,33.32,39.39,51.15,0.21,61.01,17.30,21.11,15.06,19.76,23.85,192.82,250.73,4028.32,621.12,791.19
Univastu India,,UNIVASTU,INE562X01013,Construction,Civil Construction,147.00,529.01,281.61,252.67,17.44,82.36,0.32,0.47,0.33,106.68,163.23,64.24,32.77,29.96,14.80,11.41,33.57,8.43,0.00,0.01,40.92,26.73,0.00,11.08,0.82,23.06,15.07,5.13,79.66,85.33,11.92,0.01,0.00,109.44,103.72,317.66,9.96,52.06,56.16,48.34,14.19,6.03,5.01,10.24,-9.23,33.25,19.74,16.41,16.53,16.99,12.91,28.73,47.09,541.93,101.10,141.53
Usha Mart. Edu.,532398,UMESLTD,INE240C01028,Other Consumer Services,E-Learning,5.15,13.61,0.00,-7.69,33.18,-9.47,0.09,1.15,0.41,53.57,28.12,39.83,5.23,5.23,51.16,0.45,0.23,0.15,1.28,1.74,10.06,3.76,0.00,30.71,0.72,100.00,27.59,5.56,-223.98,-515.62,11.25,0.00,-0.96,0.32,0.12,0.86,0.02,80.26,0.20,0.22,25.00,0.08,0.09,0.22,-0.92,2.57,124.00,50.00,0.00,24.09,68.75,0.93,0.45,13.82,5.51,5.45
V2 Retail,532867,V2RETAIL,INE945H01021,Retailing,Speciality Retail,212.80,7759.41,50.99,58.36,47.41,35.03,1.10,-0.59,0.37,63.28,97.83,51.43,16.77,19.53,15.03,-327.68,994.59,4.89,10.65,3.11,53.94,15.67,1.79,16.69,0.82,28.58,45.54,8.60,47.10,36.29,3.14,-3.26,10.28,798.14,997.20,3427.53,41.90,129.68,927.30,704.89,13.99,99.32,18.08,20.41,-2.83,410.48,88.64,15.54,13.49,13.42,14.13,24.75,310.72,8747.77,213.70,220.81
Vadilal Inds.,519156,VADILALIND,INE694D01016,Food Products,Dairy Products,7050.00,5068.96,95.45,34.24,23.15,20.32,0.27,0.92,1.51,30.83,56.57,64.72,17.52,21.96,18.73,47.28,229.64,304.72,1.26,1.02,12.42,24.73,7.52,14.61,0.83,45.77,28.56,5.94,88.68,73.97,18.08,0.99,1.26,415.83,680.06,1675.87,130.91,15.37,238.68,341.30,24.44,-0.15,33.42,54.86,0.00,290.87,21.41,16.57,19.42,17.36,20.46,1182.99,307.21,5255.81,5903.59,7080.14
Valor Estate,533160,DBREALTY,INE879I01012,Realty,"Residential, Commercial Projects",96.45,5231.46,-127.70,-86.82,,-41.75,0.18,34.74,,-49.50,70.90,47.17,4.47,1.55,8.90,924.81,746.76,0.22,0.39,4.79,31.65,7.48,44.72,59.94,0.52,53.31,24.70,1.28,182.26,755.13,0.82,2.45,0.34,86.91,110.79,863.73,-1.25,25.71,529.18,136.85,20.81,62.24,9.96,-103.92,-11.80,2978.32,16.90,1.57,-10.51,-21.95,-90.65,75.44,91.75,5901.40,118.26,108.14
Varroc Engineer,541578,VARROC,INE665L01035,Auto Components,Auto Components & Equipments,844.00,12895.13,27.94,29.92,45.16,40.14,0.52,2.34,1.41,14.66,51.42,75.00,18.74,18.98,9.03,86.78,924.64,12.91,11.18,4.29,8.86,17.84,0.00,15.49,0.94,34.79,29.89,7.23,-22.68,-30.32,4.24,-0.78,-1.03,2368.08,2634.24,9497.18,77.27,32.09,2287.52,2207.34,8.42,-11.31,63.26,69.32,0.00,1806.12,40.62,9.24,9.50,8.80,9.39,116.52,545.33,13638.93,644.78,767.40
Vedanta,500295,VEDL,INE205A01025,Diversified Metals,Diversified Metals,255.35,99851.80,143.61,53.64,9.11,60.41,0.66,1.57,0.52,2.02,36.95,54.72,204.21,16.08,30.93,18747.00,32947.00,50.32,10.83,15.78,-18.95,16.21,0.00,4.42,0.71,61.66,23.41,2.07,-121.39,-156.85,8.21,8.30,0.85,24609.00,24205.00,88898.00,3659.27,17.48,21337.00,18747.00,35.12,7807.00,3479.00,3056.07,-13.39,80329.00,5.92,29.56,29.62,27.67,30.72,126.97,24114.00,129059.80,257.98,274.86
Venus Remedies,526953,VENUSREM,INE411B01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,1550.70,2072.82,139.27,30.38,17.86,256.72,0.02,1.52,0.31,19.52,148.57,41.76,22.11,21.67,20.47,118.25,12.41,86.92,0.89,2.92,11.69,13.76,0.00,11.56,0.76,52.88,34.75,3.11,96.68,100.35,5054.67,1.94,0.89,259.40,178.86,811.27,22.97,57.00,180.26,192.75,19.12,25.58,20.13,47.50,0.00,42.29,14.84,19.14,9.93,12.44,24.45,496.56,151.64,2055.62,1236.87,1630.80
Veto Switchgears,539331,VETO,INE918N01018,Consumer Durables,Consumer Electronics,127.40,243.51,60.43,37.75,8.90,11.73,0.07,0.42,1.19,35.25,31.03,45.06,9.62,11.74,9.94,5.90,21.43,14.31,0.00,0.41,10.04,11.63,0.00,6.11,0.83,30.29,38.24,0.83,207.18,226.57,18.54,0.41,0.00,138.86,89.36,411.21,5.92,7.46,94.22,88.77,10.56,6.27,6.08,8.78,-5.02,43.38,10.80,9.75,10.55,10.81,9.55,151.55,38.75,262.61,118.65,124.80
Vintage Coffee,538920,VINCOFE,INE498Q01014,Agricultural Food & other Products,Tea & Coffee,167.95,2460.22,46.10,58.45,31.27,15.56,0.22,0.20,0.19,67.12,57.99,34.65,13.03,18.18,18.48,-142.27,123.63,5.42,9.59,5.39,106.41,14.15,25.95,20.55,0.89,28.89,18.37,4.29,147.06,191.58,11.23,5.39,9.59,165.31,161.00,612.44,20.79,165.44,150.52,135.61,19.62,19.11,17.83,21.01,-35.26,102.27,51.99,18.02,17.17,17.28,18.49,39.07,111.11,2497.80,150.05,162.19
VISA Chrome,532721,VISACHROME,INE286H01012,Ferrous Metals,Ferro & Silica Manganese,33.41,487.09,-320.79,-29.56,,-19.19,,0.03,,-15.21,-46.90,62.40,-5.58,-5.58,0.19,10.93,391.52,79.97,0.04,13.10,-5.12,-6.04,28.69,133.67,0.45,54.19,21.99,,-421.46,-850.80,-0.59,-8.85,0.04,170.98,120.44,511.09,-9.56,15.85,144.97,74.70,4.21,-16.53,-20.22,-6.53,19.07,1394.41,,2.43,5.52,2.14,3.83,-17.01,-19.68,875.57,40.36,38.57
Wanbury,524212,WANBURY,INE107F01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,224.00,783.24,-75.98,1.47,13.24,-6.78,1.57,0.48,0.12,3.63,38.01,43.01,35.00,30.66,15.10,-28.08,226.36,16.01,0.06,0.89,9.18,40.89,62.18,10.07,0.62,52.29,34.75,5.42,16.78,-5.46,2.79,0.89,0.06,164.58,165.58,652.67,3.24,107.27,162.45,160.06,9.80,15.76,15.18,25.15,3.17,68.27,22.36,16.42,12.79,11.09,18.13,41.34,84.77,1001.97,262.57,266.54
Wendt India,505412,WENDT,INE274C01019,Industrial Products,Abrasives & Bearings,8642.25,1728.45,63.49,36.63,101.92,-8.35,0.00,1.50,-3.23,7.85,-52.36,37.50,6.21,7.82,14.00,9.03,0.00,84.75,11.96,1.16,3.97,17.44,0.00,41.37,0.88,59.15,69.37,6.81,101.71,92.90,1312.50,1.13,5.10,66.78,71.28,255.43,6.18,-31.56,60.79,56.58,15.43,2.98,2.70,5.09,-37.50,0.00,56.99,13.72,22.73,22.16,16.11,1269.35,26.25,1700.23,7919.51,8054.00
XT Global Infot.,531225,XTGLOBAL,INE547B01028,IT - Software,Computers - Software & Consulting,29.35,393.67,4.78,1.07,33.56,-20.45,0.25,0.39,-13.16,33.40,18.37,62.54,7.59,8.48,7.31,-1.37,50.11,0.88,0.00,0.00,15.07,8.34,0.00,15.33,0.63,100.00,20.55,1.93,78.58,66.35,6.17,0.00,0.00,89.52,93.30,369.72,3.07,-2.55,92.49,94.41,7.58,3.70,3.44,3.00,-0.29,35.31,39.82,7.18,9.58,9.83,4.80,15.19,21.84,427.69,31.63,30.39
